T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      
1.8528     	1.49759e-010	8.23427e-010	0          	0          	0          	7.36822e-010	-0.00122715	0.0332429  	0          	
1.8624     	1.52105e-010	8.30149e-010	0          	0          	0          	7.42222e-010	-0.0022558 	0.034695   	0          	
1.872      	1.54469e-010	8.36828e-010	0          	0          	0          	7.47568e-010	-0.00326959	0.0361348  	0          	
1.8816     	1.5685e-010	8.43462e-010	0          	0          	0          	7.5286e-010	-0.00426862	0.0375622  	0          	
1.8912     	1.59248e-010	8.5005e-010	0          	0          	0          	7.58095e-010	-0.00525295	0.0389773  	0          	
1.9008     	1.61662e-010	8.5659e-010	0          	0          	0          	7.63272e-010	-0.00622265	0.0403797  	0          	
1.9104     	1.64093e-010	8.63082e-010	0          	0          	0          	7.68391e-010	-0.00717782	0.0417688  	0          	
1.92       	1.6654e-010	8.69523e-010	0          	0          	0          	7.73449e-010	-0.00811852	0.0431441  	0          	
1.9296     	1.69003e-010	8.75912e-010	0          	0          	0          	7.78446e-010	-0.00904485	0.044505   	0          	
1.9392     	1.71482e-010	8.82249e-010	0          	0          	0          	7.8338e-010	-0.00995689	0.0458506  	0          	
1.9488     	1.73977e-010	8.88532e-010	0          	0          	0          	7.88251e-010	-0.0108547 	0.0471808  	0          	
1.9584     	1.76487e-010	8.94759e-010	0          	0          	0          	7.93057e-010	-0.0117385 	0.0484952  	0          	
1.968      	1.79013e-010	9.0093e-010	0          	0          	0          	7.97797e-010	-0.0126082 	0.049794   	0          	
1.9776     	1.81554e-010	9.07043e-010	0          	0          	0          	8.02469e-010	-0.0134641 	0.0510779  	0          	
1.9872     	1.84109e-010	9.13097e-010	0          	0          	0          	8.07074e-010	-0.0143061 	0.0523474  	0          	
1.9968     	1.8668e-010	9.19091e-010	0          	0          	0          	8.11608e-010	-0.0151344 	0.0536035  	0          	
2.0064     	1.89265e-010	9.25023e-010	0          	0          	0          	8.16072e-010	-0.0159491 	0.0548472  	0          	
2.016      	1.91863e-010	9.30892e-010	0          	0          	0          	8.20464e-010	-0.0167503 	0.0560791  	0          	
